precision,recall,threshold,f1-score
0.5103376981392144,1.0,0.021816881258941344,0.675792835957107
0.5105722822339692,1.0,0.021816881258941347,0.6759984785089387
0.5108070820878363,1.0,0.021867979873227226,0.6762042462521879
0.5108658157985512,1.0,0.02217453505007153,0.676255707762557
0.5111008857701599,1.0,0.022174535050071532,0.6764616321559075
0.5111596870685688,1.0,0.022532188841201718,0.6765131328511611
0.511453896627144,1.0,0.02261676216206113,0.6767707539984767
0.5115127791848952,1.0,0.02265868023223793,0.6768223017746973
0.5115716753022452,1.0,0.022889842632331903,0.676873857404022
0.5116895082344811,1.0,0.022889842632331906,0.6769769922291634
0.5118073954613523,1.0,0.023247496423462088,0.6770801584882657
0.5118663594470046,1.0,0.02360515021459227,0.6771317534100435
0.511984328186218,1.0,0.023605150214592276,0.6772349668470391
0.512043332949176,1.0,0.0237686490905375,0.6772865853658537
0.5121613832853026,1.0,0.023962804005722458,0.6773898460131118
0.512279488066413,1.0,0.023962804005722465,0.6774931381518755
0.5123385608856088,1.0,0.024093328869615245,0.6775447960350743
0.5123976473301811,1.0,0.024320457796852647,0.6775964617965534
0.5124567474048443,1.0,0.02463357163235859,0.6776481354381149
0.5125158611143154,1.0,0.024678111587982828,0.6776998169615619
0.5125749884633133,1.0,0.02467811158798283,0.677751506368698
0.5126932840987768,1.0,0.024678111587982835,0.6778549088412541
0.5127524523946912,1.0,0.025035765379113017,0.6779066219102837
0.5128116343490304,1.0,0.025107590323085738,0.677958342870222
0.5128708299665243,1.0,0.025393419170243202,0.6780100717228751
0.5129892622099065,1.0,0.025555379827965952,0.6781135531135531
0.5130484988452656,1.0,0.02575107296137339,0.6781653056551935
0.5132262908628855,1.0,0.025751072961373394,0.6783206106870229
0.5132855822550831,1.0,0.025814219394336545,0.6783723948393007
0.5133448873483536,1.0,0.025825406204680965,0.6784241868987633
0.5134635386571131,1.0,0.025914571837318618,0.6785277947464875
0.5135228848821082,1.0,0.026108726752503572,0.6785796105383735
0.5136416184971099,1.0,0.026108726752503576,0.6786832658672574
0.5138792505204719,1.0,0.02646638054363376,0.6788906715562686
0.5139386928860613,1.0,0.026466380543633764,0.678942542787286
0.5140576188823325,1.0,0.02682403433476395,0.6790463090325538
0.5141171025225643,1.0,0.027181688125894134,0.6790982040504394
0.5142956360689894,1.0,0.027181688125894138,0.6792539367069255
0.5143551748089835,1.0,0.027261813136924423,0.6793058634660959
0.5144147273358806,1.0,0.027539341917024323,0.6793577981651376
0.5144742936544696,1.0,0.027852590787564288,0.679409740805872
0.5145338737695425,1.0,0.02825464949928469,0.6794616913901207
0.5147126969416126,1.0,0.028583304334377297,0.6796175908221797
0.5147723322905805,1.0,0.028612303290414875,0.679669573198715
0.5150110119392605,1.0,0.02875127968820908,0.6798775822494261
0.5150707164386737,1.0,0.02896995708154506,0.6799296044073762
0.5151901669758813,1.0,0.029180989973069324,0.6800336726103926
0.5152499130233098,1.0,0.029276517473942366,0.6800857186591154
0.5153096729297146,1.0,0.02932761087267525,0.680137772675086
0.5153694466999188,1.0,0.029336035645370722,0.6801898346601347
0.5154292343387471,1.0,0.029685264663805434,0.6802419046160912
0.5154890358510268,1.0,0.029685264663805437,0.6802939825447865
0.5155488512415873,1.0,0.03004291845493562,0.6803460684480515
0.5156086805152605,1.0,0.030042918454935622,0.6803981623277183
0.5157283807312827,1.0,0.03011469560829058,0.6805023740235872
0.5157882516833062,1.0,0.030132621989340535,0.6805544918434555
0.5158481365377917,1.0,0.030394641389663753,0.6806066176470588
0.51602787456446,1.0,0.030400572246065804,0.6807630429786257
0.5161477695167286,1.0,0.030400572246065807,0.6808673664853268
0.5162677201952126,1.0,0.03040057224606581,0.6809717219710323
0.5163277164439279,1.0,0.030758226037195992,0.6810239117106069
0.51644775078461,1.0,0.031115879828326178,0.6811283151923961
0.5165077888863056,1.0,0.03111587982832618,0.6811805289382906
0.5165678409487269,1.0,0.03147353361945636,0.6812327506899724
0.5166279069767442,1.0,0.031473533619456366,0.6812849804492832
0.5168081889031058,1.0,0.031590557808224055,0.681441717791411
0.5168683108422523,1.0,0.03183118741058655,0.6814939795996626
0.5171089385474861,1.0,0.031831187410586555,0.6817031070195627
0.5171691304853917,1.0,0.031910237329551616,0.6817554089304895
0.5172293364377183,1.0,0.032004213710404114,0.6818077188674903
0.5173497904052166,1.0,0.032188841201716736,0.6819123628271045
0.5177114891633652,1.0,0.032221355182728575,0.6822264875239923
0.5177718214660296,1.0,0.032546494992846925,0.6822788697788698
0.5179529027745395,1.0,0.0329041487839771,0.6824360648183704
0.5180132913606156,1.0,0.03290414878397711,0.6824884792626729
0.5180736940298507,1.0,0.032950799278472345,0.6825409017589676
0.518134110787172,1.0,0.033261802575107295,0.6825933323091105
0.5181945416375088,1.0,0.03361945636623748,0.6826457709149574
0.5182549865857926,1.0,0.033619456366237484,0.6826982175783651
0.5183759187959398,1.0,0.03397711015736766,0.6828031350852928
0.5184364060676779,1.0,0.033977110157367665,0.6828556059325289
0.5186179526088479,1.0,0.03397711015736767,0.6830130668716372
0.5186784963810414,1.0,0.034334763948497854,0.6830655699900069
0.5187390542907181,1.0,0.034692417739628036,0.6831180811808119
0.5189208128941836,1.0,0.03486759510671222,0.683275663206459
0.5189814274033407,1.0,0.03490883402859679,0.683328206705629
0.5190420560747664,1.0,0.035050071530758224,0.6833807582865493
0.5192240271123058,1.0,0.035384899321130835,0.6835384615384617
0.5192847124824684,1.0,0.035407725321888406,0.6835910454650358
0.5193454120397428,1.0,0.03540772532188841,0.6836436374826896
0.5194668537355314,1.0,0.03567412326425896,0.6837488457987073
0.5195275958840038,1.0,0.035765379113018594,0.683801462100808
0.5197099075915311,1.0,0.0357653791130186,0.6839593596059114
0.5198315198315199,1.0,0.03604003194332205,0.6840646651270208
0.5198923472969811,1.0,0.03612303290414878,0.6841173300485026
0.5200749151351984,1.0,0.03648068669527897,0.6842753734791314
0.5203185384705469,1.0,0.03675705467790556,0.6844862116777076
0.5203794799718904,1.0,0.036818825223291225,0.6845389415299283
0.5204404357502636,1.0,0.03683834048640915,0.6845916795069337
0.5206233887977502,1.0,0.03686989703504992,0.6847499422054404
0.5206844017344427,1.0,0.03719599427753935,0.68480271270037
0.5208064705192826,1.0,0.037362984783544786,0.6849082780946509
0.5208675263774912,1.0,0.03755364806866952,0.6849610729977645
0.520928596552937,1.0,0.03755364806866953,0.6850138760407031
0.5211118930330753,1.0,0.03791130185979971,0.6851723340272958
0.5211730205278592,1.0,0.03791130185979972,0.6852251696483652
0.5212341623650868,1.0,0.0380429793440443,0.6852780134186781
0.5213564890870688,1.0,0.0382689556509299,0.6853837254145777
0.5214788732394366,1.0,0.03826895565092991,0.6854894700300856
0.5215400868646555,1.0,0.03862660944206009,0.6855423545749113
0.5217238139971818,1.0,0.03898426323319028,0.685701057180338
0.5217850851438638,1.0,0.03930828654909545,0.6857539743787622
0.52184637068358,1.0,0.03934191702432045,0.6858068997453115
0.5220303137116673,1.0,0.03966705683443881,0.6859657248726263
0.5220916568742656,1.0,0.03969957081545065,0.6860186829305952
0.5221530144552826,1.0,0.039830110599817836,0.6860716491661519
0.5222143864598026,1.0,0.04005722460658082,0.6861246235811906
0.5222757728929117,1.0,0.04013511622695552,0.6861776061776061
0.522337173759699,1.0,0.04041487839771101,0.686230596957294
0.5223985890652557,1.0,0.04041487839771102,0.6862835959221502
0.5224600188146754,1.0,0.0407725321888412,0.6863366030740712
0.5227058823529411,1.0,0.04113018597997138,0.6865487135903576
0.5227673843981645,1.0,0.04113018597997139,0.6866017617060733
0.52295197740113,1.0,0.04148783977110157,0.6867609552515651
0.5231367008124338,1.0,0.04184549356223175,0.6869202226345084
0.5231983042863871,1.0,0.04184549356223176,0.6869733281793583
0.5232599222706396,1.0,0.041845493562231766,0.6870264419359827
0.5233832017905525,1.0,0.04220314735336194,0.6871326940921745
0.523568230025925,1.0,0.04220314735336195,0.6872921339624101
0.5236916548797736,1.0,0.04249350145465513,0.6873984683221165
0.5237533891312036,1.0,0.04256080114449213,0.6874516478415597
0.5240004717537445,1.0,0.042560801144492136,0.6876644482278285
0.5240622788393489,1.0,0.04291845493562232,0.687717668911075
0.5243096530564079,1.0,0.0432761087267525,0.6879306340481537
0.5243715331051576,1.0,0.043276108726752506,0.6879838959430165
0.5244334277620396,1.0,0.04327610872675251,0.6880371660859464
0.5244953370322276,1.0,0.04359402320775712,0.6880904444788601
0.5245572609208973,1.0,0.04363376251788269,0.6881437311236738
0.5247431203495926,1.0,0.043633762517882695,0.688303640588691
0.5248051027639972,1.0,0.04399141630901287,0.6883569602602836
0.5248670998227998,1.0,0.044349070100143065,0.6884102881933685
0.5249911378943637,1.0,0.04447097685558229,0.6885169688516969
0.5250531789175136,1.0,0.04470672389127324,0.6885703215807827
0.5251152346058385,1.0,0.04470672389127325,0.6886236825790453
0.5252393899988178,1.0,0.04506437768240344,0.6887304293907922
0.5253636041149343,1.0,0.045422031473533624,0.6888372093023255
0.5254878769958604,1.0,0.045779685264663805,0.6889440223290433
0.5256743965925225,1.0,0.04577968526466381,0.6891043039937961
0.5257988165680474,1.0,0.046137339055793994,0.6892111998759017
0.5259855570024861,1.0,0.04619520426808651,0.6893716058960434
0.5261101243339253,1.0,0.04620209334995358,0.6894785847299812
0.5261724301279015,1.0,0.046494992846924176,0.6895320865988981
0.5262970859985785,1.0,0.04649499284692418,0.689639115250291
0.5264841805901174,1.0,0.04669386559421047,0.6897997205402888
0.5265465750177767,1.0,0.04685264663805437,0.6898532722614703
0.5266089842361029,1.0,0.04721030042918455,0.6899068322981368
0.5267338470657973,1.0,0.047221475006509535,0.6900139773256717
0.5267963006876927,1.0,0.04756795422031473,0.6900675623204163
0.5269837504447871,1.0,0.04763972431295665,0.6902283672518253
0.5269276393831553,0.9997749268512266,0.04792560801144493,0.690126621611124
0.5270526815377313,0.9997749268512266,0.0482832618025751,0.6902338590630099
0.5271152248724339,0.9997749268512266,0.048283261802575105,0.6902874902874904
0.5272403560830861,0.9997749268512266,0.048640915593705286,0.6903947777432391
0.5273029439696106,0.9997749268512266,0.04864091559370529,0.6904484339783944
0.5273655467173216,0.9997749268512266,0.04899856938483547,0.6905020985543293
0.5274281643315127,0.9997749268512266,0.048998569384835475,0.6905557714729887
0.5274907968174801,0.9997749268512266,0.04899856938483548,0.6906094527363185
0.5275534441805225,0.9997749268512266,0.04935622317596566,0.6906631423462644
0.5276787835590402,0.9997749268512266,0.04935622317596567,0.6907705466137937
0.5278041825095057,0.9997749268512266,0.0495605967708972,0.6908779842911579
0.5278669043374926,0.9997749268512266,0.049582604797361825,0.6909317156634002
0.527810791537913,0.9995498537024533,0.04984562964766974,0.6908298981099791
0.5278735290621657,0.9995498537024533,0.050071530758226034,0.690883634100809
0.5281246283743608,0.9995498537024533,0.05007153075822604,0.6910986616868968
0.5281874405328258,0.9995498537024533,0.05042918454935622,0.6911524394988717
0.5283759666864961,0.9995498537024533,0.05047866999383063,0.6913138231631382
0.5284388386482627,0.9995498537024533,0.05049468068061868,0.6913676344671909
0.5285017255741997,0.9995498537024533,0.05051646973486481,0.6914214541491516
0.52856462746965,0.9995498537024533,0.05078683834048641,0.691475282210977
0.5286904761904762,0.9995498537024533,0.0510005664731406,0.6915829634820525
0.5287534230265508,0.9995498537024533,0.05114449213161659,0.6916368166952188
0.5288163848535365,0.9995498537024533,0.0511444921316166,0.691690678296083
0.5289423535016674,0.9995498537024533,0.051502145922746774,0.6917984266687437
0.5290053603335318,0.9995498537024533,0.05150214592274678,0.6918523134444617
0.5291314190396759,0.9995498537024533,0.05150446143747319,0.6919601121844811
0.5291944709246902,0.9995498537024533,0.05185979971387696,0.6920140241527075
0.52925753783816,0.9995498537024533,0.05188685786435402,0.6920679445223625
0.5293206197854589,0.9995498537024533,0.05221745350500715,0.6921218732954102
0.5293837167719633,0.9995498537024533,0.05221745350500716,0.6921758104738155
0.5295099558841063,0.9995498537024533,0.05223744086299343,0.6922837100545595
0.5295730980205103,0.9995498537024533,0.05235237415481096,0.6923376724608309
0.5296362552176506,0.9995498537024533,0.05257510729613734,0.6923916432803243
0.5298890347213936,0.9995498537024533,0.05257510729613735,0.6926076107298815
0.5299522673031026,0.9995498537024533,0.05265476241586387,0.6926616236450128
0.530015514977921,0.9995498537024533,0.05293276108726752,0.6927156449851817
0.5300787777512532,0.9995498537024533,0.05293276108726753,0.6927696747523594
0.5301420556285066,0.9995498537024533,0.05329041487839772,0.6928237129485179
0.5302053486150907,0.9995498537024533,0.0533795567505742,0.6928777595756299
0.5303953182849636,0.9995498537024533,0.05349857576212384,0.693039950062422
0.5305220403774937,0.9995498537024533,0.05364806866952789,0.6931481192445762
0.5306488230373999,0.9995498537024533,0.0536480686695279,0.6932563221979394
0.5307122370936902,0.9995498537024533,0.053648068669527905,0.693310436343767
0.5307756663081152,0.9995498537024533,0.05385382085002404,0.6933645589383295
0.5308391106861104,0.9995498537024533,0.05397320847964625,0.6934186899836053
0.5308464849354376,0.9993247805536799,0.05400572246065808,0.69337081283673
0.5309734513274337,0.9993247805536799,0.05400572246065809,0.6934791097227645
0.5311004784688995,0.9993247805536799,0.054267129381086805,0.6935874404436461
0.5312275664034458,0.9993247805536799,0.05429567414304629,0.6936958050152331
0.5312911331817638,0.9993247805536799,0.05436337625178827,0.6937499999999999
0.5313547151747248,0.9993247805536799,0.054363376251788276,0.6938042034533949
0.5314819248264304,0.9993247805536799,0.05472103004291846,0.6939126357740095
0.5315455524961091,0.9993247805536799,0.054911271421179186,0.6939668646452016
0.5316091954022989,0.9993247805536799,0.055078683834048646,0.6940211019929661
0.531672853550473,0.9993247805536799,0.05507868383404865,0.6940753478192903
0.5317365269461077,0.9993247805536799,0.05514371179607231,0.6941296021261627
0.531800215594682,0.9993247805536799,0.05528180852779988,0.6941838649155723
0.531863919501677,0.9993247805536799,0.05543633762517883,0.6942381361895081
0.5319913731128685,0.9993247805536799,0.055436337625178835,0.694346704198921
0.5322464636777751,0.9993247805536799,0.05549853828450581,0.6945639421196713
0.5323102745474164,0.9993247805536799,0.055621677194630244,0.6946182728410514
0.5323741007194245,0.9993247805536799,0.055793991416309016,0.6946726120628961
0.5326295585412668,0.9993247805536799,0.05590453895174925,0.6948900539948353
0.5326934613077384,0.9993247805536799,0.05644812932107885,0.6949444357489435
0.5328213128525141,0.9993247805536799,0.05654352967246705,0.6950532247964935
0.5329492257832193,0.9993247805536799,0.056720361071643584,0.6951620479098168
0.5330132052821128,0.9993247805536799,0.05686695278969956,0.6952164722461442
0.5331412103746398,0.9993247805536799,0.05686695278969957,0.6953253464881373
0.5333333333333333,0.9993247805536799,0.05722460658082976,0.6954887218045113
0.5333974050937049,0.9993247805536799,0.05740250622315743,0.6955431973055534
0.5334614922503905,0.9993247805536799,0.05749200872907831,0.6955976813410623
0.533405431386686,0.9990997074049066,0.05758226037195994,0.6954954954954955
0.5334695349116693,0.9990997074049066,0.057582260371959945,0.6955499843309308
0.5335336538461538,0.9990997074049066,0.05758226037195995,0.6956044817049284
0.5335977881956966,0.9990997074049066,0.05793991416309013,0.6956589876194954
0.5336619379658571,0.9990997074049066,0.05829756795422031,0.6957135020766397
0.5337261031621979,0.9990997074049066,0.058297567954220315,0.69576802507837
0.5338544798556825,0.9990997074049066,0.05829756795422032,0.6958770967236244
0.5339186913639644,0.9990997074049066,0.0586552217453505,0.6959316453711688
0.5340471607314725,0.9990997074049066,0.059012875536480686,0.6960407683261465
0.5342399807437718,0.9990997074049066,0.05918918293661634,0.6962045169385194
0.5343042850264805,0.9990997074049066,0.059312574488998626,0.6962591169320053
0.53436860479114,0.9990997074049066,0.05937052932761087,0.696313725490196
0.5344972907886815,0.9990997074049066,0.059370529327610874,0.6964229683087543
0.5346260387811634,0.9990997074049066,0.05937052932761088,0.6965322454103248
0.5346904360395085,0.9990997074049066,0.05972818311874106,0.6965868968222831
0.5348837209302325,0.9990997074049066,0.06008583690987124,0.6967509025270759
0.5349481802844058,0.9990997074049066,0.060085836909871244,0.6968055882583784
0.5350126551765698,0.9990997074049066,0.060443490701001426,0.6968602825745682
0.5350771456123433,0.9990997074049066,0.06044349070100143,0.6969149854776671
0.5352061731372076,0.9990997074049066,0.06078707396852935,0.6970244170526811
0.535102533172497,0.9984244879585865,0.060801144492131615,0.6967721668106496
0.5352316602316602,0.9984244879585865,0.06080114449213163,0.6968816275233681
0.5353608496258749,0.9984244879585865,0.0611587982832618,0.6969911226333569
0.5354254677127338,0.9984244879585865,0.061516452074391985,0.6970458830923947
0.5354901014002897,0.9984244879585865,0.06151645207439199,0.6971006521568319
0.5355547506941929,0.9984244879585865,0.06154318339153338,0.6971554298286972
0.5356194156000966,0.9984244879585865,0.06187410586552217,0.6972102161100198
0.5356840961236565,0.9984244879585865,0.062231759656652355,0.6972650110028292
0.5357487922705314,0.9984244879585865,0.06223175965665236,0.6973198145091566
0.5358782314568736,0.9984244879585865,0.06223175965665237,0.6974294473704897
0.5360077332044466,0.9984244879585865,0.06258941344778254,0.6975391147102761
0.5362021032273662,0.9984244879585865,0.06294706723891273,0.6977036804026424
0.5362669245647969,0.9984244879585865,0.06316274919519085,0.6977585528902869
0.5363966142684401,0.9984244879585865,0.06330472103004292,0.6978683237630771
0.5364614826460273,0.9984244879585865,0.0636623748211731,0.697923222152297
0.5365263667150459,0.9984244879585865,0.06366237482117311,0.6979781291794507
0.5366561819501573,0.9984244879585865,0.06396588920322843,0.6980879691557165
0.5367211131276467,0.9984244879585865,0.06402002861230328,0.6981429021089077
0.5369160009682885,0.9984244879585865,0.0640200286123033,0.6983077528532072
0.5369809950369204,0.9984244879585865,0.06437768240343347,0.6983627204030226
0.53717607168806,0.9984244879585865,0.06437768240343349,0.6985276749862216
0.5374363944754058,0.9984244879585865,0.06473533619456366,0.698747735685595
0.5376969696969697,0.9984244879585865,0.06473533619456368,0.6989679350823288
0.537762152988241,0.9984244879585865,0.06509298998569384,0.6990230066183424
0.537827352085354,0.9984244879585865,0.06509298998569385,0.6990780868331888
0.5380883066472586,0.9984244879585865,0.06545064377682404,0.6992984945219516
0.5382841888120373,0.9984244879585865,0.06545064377682405,0.6994638915168715
0.5383495145631068,0.9984244879585865,0.06572454896714741,0.6995190412363005
0.5384148561718655,0.9984244879585865,0.06580829756795421,0.6995741996530515
0.5384802136440884,0.9984244879585865,0.06580829756795423,0.6996293667691822
0.5386763812993322,0.9984244879585865,0.06616595135908442,0.6997949203344376
0.5389381606123193,0.9984244879585865,0.06627145153047088,0.7000157803376992
0.539003645200486,0.9984244879585865,0.06638040790177348,0.7000710171230174
0.5390691457042168,0.9984244879585865,0.06652360515021459,0.7001262626262627
0.5391346621293145,0.9984244879585865,0.06656398333850404,0.7001815168494987
0.5392001944815851,0.9984244879585865,0.06681549602730644,0.7002367797947909
0.5393313069908815,0.9984244879585865,0.06688125894134478,0.7003473318598042
0.5395280953539285,0.9984244879585865,0.06722736695146261,0.700513225424398
0.539593723391315,0.9984244879585865,0.06723891273247497,0.7005685407454201
0.5399221032132424,0.9984244879585865,0.06736943759636775,0.7008452484398451
0.5399878271454656,0.9984244879585865,0.06751077962713675,0.7009006162110917
0.5401193230244734,0.9984244879585865,0.06759656652360516,0.7010113780025284
0.5403166869671133,0.9984244879585865,0.06795422031473534,0.7011775863431597
0.5407118478790833,0.9984244879585865,0.06831187410586552,0.7015102395825096
0.5407777642325978,0.9984244879585865,0.06866952789699571,0.7015657124782539
0.5409756097560976,0.9984244879585865,0.06893809918484219,0.701732183817132
0.5410415904378583,0.9984244879585865,0.06902718168812588,0.7017876918209144
0.5411075872163943,0.9984244879585865,0.06902718168812591,0.701843208606914
0.5413717354161581,0.9984244879585865,0.06927697163748667,0.702065363614782
0.5414378127669962,0.9984244879585865,0.06938483547925607,0.7021209243431465
0.541570015871078,0.9984244879585865,0.06938483547925609,0.7022320721861643
0.5416361416361416,0.9984244879585865,0.06974248927038626,0.7022876593049947
0.5417684416218856,0.9984244879585865,0.06974764345601046,0.7023988599477476
0.5418346158544033,0.9984244879585865,0.07010014306151645,0.7024544734758511
0.541900806254581,0.9984244879585865,0.07010014306151646,0.7025100958112281
0.5419670128283446,0.9984244879585865,0.0701592336878771,0.702565726955971
0.5420332355816226,0.9984244879585865,0.07045779685264662,0.7026213669121723
0.5421657296504522,0.9984244879585865,0.07045779685264664,0.7027326732673267
0.5422320009778756,0.9984244879585865,0.0704640093071428,0.7027883396704688
0.5422982885085574,0.9984244879585865,0.07060192942637028,0.7028440148934484
0.5423645922484411,0.9984244879585865,0.07081545064377683,0.7028996989383616
0.5424972483796013,0.9984244879585865,0.07117310443490701,0.7030110935023772
0.5425636007827789,0.9984244879585865,0.0712949060356015,0.7030668040256755
0.5426299694189602,0.9984244879585865,0.07153075822603719,0.7031225233792994
0.5428291727851199,0.9984244879585865,0.0715307582260372,0.7032897344431233
0.5428956064129238,0.9984244879585865,0.07167381974248928,0.7033454891390517
0.5429620563035495,0.9984244879585865,0.07180145843987873,0.7034012526758107
0.5430285224629697,0.9984244879585865,0.07224606580829758,0.7034570250555026
0.5432280186137644,0.9984244879585865,0.07233547925608012,0.7036243952732176
0.5432945499081445,0.9984244879585865,0.07242790772548986,0.7036802030456852
0.5433610975012249,0.9984244879585865,0.07246900898966308,0.703736019671611
0.5434276613989955,0.9984244879585865,0.07251390946376685,0.7037918451531018
0.5434942416074492,0.9984244879585865,0.07260371959942774,0.703847679492265
